# Captured 2020-06-21 06:10:07.683769 by unknown user
# Built at revision a5513db (dirty)
time(sec)  pc_setpoint  pressure  net_flow  net_flow
39.520  10.000  10.073  8.671  8.671
39.530  10.000  10.127  14.860  14.860
39.540  10.000  10.058  7.631  7.631
39.550  10.000  10.180  6.061  6.061
39.560  10.000  10.076  19.931  19.931
39.570  10.000  10.140  9.995  9.995
39.580  10.000  10.134  0.948  0.948
39.590  10.000  10.176  1.957  1.957
39.600  10.000  10.004  32.091  32.091
39.610  10.000  10.110  -9.669  -9.669
39.620  10.000  10.029  1.460  1.460
39.630  10.000  10.112  8.120  8.120
39.640  10.000  10.211  -13.314  -13.314
39.650  10.000  10.145  -28.281  -28.281
39.660  10.000  10.159  -26.357  -26.357
39.670  10.000  9.997  -7.264  -7.264
39.680  10.000  10.026  -12.244  -12.244
39.690  10.000  10.023  -17.836  -17.836
39.700  10.000  10.095  -0.854  -0.854
39.710  10.000  10.057  -18.687  -18.687
39.720  10.000  10.041  -16.593  -16.593
39.730  10.000  9.959  -22.766  -22.766
39.740  10.000  9.898  -42.676  -42.676
39.750  10.000  10.027  -20.086  -20.086
39.760  10.000  9.935  -39.435  -39.435
39.770  10.000  10.004  -26.724  -26.724
39.780  10.000  9.884  -29.074  -29.074
39.790  10.000  9.975  -14.780  -14.780
39.800  10.000  9.884  -22.700  -22.700
39.810  10.000  9.950  -23.706  -23.706
39.820  10.000  9.887  -23.512  -23.512
39.830  10.000  9.857  -19.149  -19.149
39.840  10.000  9.738  -22.675  -22.675
39.850  10.000  10.058  -19.087  -19.087
39.860  10.000  9.874  -10.654  -10.654
39.870  10.000  9.913  -14.513  -14.513
39.880  10.000  9.830  -26.103  -26.103
39.890  10.000  9.964  -1.154  -1.154
39.900  10.000  9.904  -17.081  -17.081
39.910  10.000  9.955  -4.685  -4.685
39.920  10.000  9.878  -5.513  -5.513
39.930  10.000  9.861  -5.404  -5.404
39.940  10.000  9.928  -14.552  -14.552
39.950  10.000  9.947  -4.262  -4.262
39.960  10.000  9.862  -0.458  -0.458
39.970  10.000  9.918  13.036  13.036
39.980  10.000  9.836  6.233  6.233
39.990  10.000  10.018  4.083  4.083
40.000  10.000  9.907  13.712  13.712
40.010  10.000  10.047  14.577  14.577
40.020  10.000  10.002  17.302  17.302
40.030  10.000  10.027  29.799  29.799
40.040  10.000  9.995  21.138  21.138
40.050  10.000  10.103  14.940  14.940
40.060  10.000  9.974  19.686  19.686
40.070  10.000  10.082  19.388  19.388
40.080  10.000  9.969  19.750  19.750
40.090  10.000  10.133  10.538  10.538
40.100  10.000  10.053  23.812  23.812
40.110  10.000  10.080  1.264  1.264
40.120  10.000  10.080  21.724  21.724
40.130  12.500  10.198  11.205  11.205
40.140  15.000  10.360  62.211  62.211
40.150  17.500  10.644  180.218  180.218
40.160  20.000  12.447  281.543  281.543
40.170  22.500  13.713  369.768  369.768
40.180  25.000  15.149  433.165  433.165
40.190  27.500  16.700  545.168  545.168
40.200  30.000  18.525  663.506  663.506
40.210  32.500  19.895  609.852  609.852
40.220  35.000  20.601  668.086  668.086
40.230  35.000  21.031  621.445  621.445
40.240  35.000  22.232  670.093  670.093
40.250  35.000  21.987  755.265  755.265
40.260  35.000  22.609  665.508  665.508
40.270  35.000  23.001  655.477  655.477
40.280  35.000  23.241  643.681  643.681
40.290  35.000  23.934  667.618  667.618
40.300  35.000  23.567  717.905  717.905
40.310  35.000  25.128  620.023  620.023
40.320  35.000  24.694  685.289  685.289
40.330  35.000  25.546  626.861  626.861
40.340  35.000  25.057  747.558  747.558
40.350  35.000  25.646  671.861  671.861
40.360  35.000  26.288  668.195  668.195
40.370  35.000  26.072  667.651  667.651
40.380  35.000  26.747  691.388  691.388
40.390  35.000  27.396  654.883  654.883
40.400  35.000  27.769  630.552  630.552
40.410  35.000  27.429  654.301  654.301
40.420  35.000  28.369  564.029  564.029
40.430  35.000  28.414  644.410  644.410
40.440  35.000  28.451  786.099  786.099
40.450  35.000  29.230  624.360  624.360
40.460  35.000  30.048  658.640  658.640
40.470  35.000  29.375  709.102  709.102
40.480  35.000  30.232  545.843  545.843
40.490  35.000  30.145  704.449  704.449
40.500  35.000  30.202  737.686  737.686
40.510  35.000  31.273  641.242  641.242
40.520  35.000  31.124  641.403  641.403
40.530  35.000  31.535  646.123  646.123
40.540  35.000  32.173  602.148  602.148
40.550  35.000  32.404  633.903  633.903
40.560  35.000  32.823  618.684  618.684
40.570  35.000  33.140  627.539  627.539
40.580  35.000  33.101  619.655  619.655
40.590  35.000  33.612  617.581  617.581
40.600  35.000  33.673  606.538  606.538
40.610  35.000  33.961  633.442  633.442
40.620  35.000  34.351  621.451  621.451
40.630  35.000  34.891  575.274  575.274
40.640  35.000  35.047  689.688  689.688
40.650  35.000  35.362  562.118  562.118
40.660  35.000  35.559  578.235  578.235
40.670  35.000  35.647  598.482  598.482
40.680  35.000  35.619  622.112  622.112
40.690  35.000  36.198  616.109  616.109
40.700  35.000  36.700  540.298  540.298
40.710  35.000  36.117  576.083  576.083
40.720  35.000  35.768  580.156  580.156
40.730  35.000  35.565  559.740  559.740
40.740  35.000  35.365  448.996  448.996
40.750  35.000  35.188  503.649  503.649
40.760  35.000  34.918  499.401  499.401
40.770  35.000  35.802  382.857  382.857
40.780  35.000  35.513  477.550  477.550
40.790  35.000  35.264  405.480  405.480
40.800  35.000  35.437  458.127  458.127
40.810  35.000  35.147  388.980  388.980
40.820  35.000  36.307  420.514  420.514
40.830  35.000  36.340  375.890  375.890
40.840  35.000  36.145  461.422  461.422
40.850  35.000  36.107  414.583  414.583
40.860  35.000  36.502  347.243  347.243
40.870  35.000  35.850  349.828  349.828
40.880  35.000  35.358  315.955  315.955
40.890  35.000  35.416  341.403  341.403
40.900  35.000  35.644  274.110  274.110
40.910  35.000  35.353  304.017  304.017
40.920  35.000  35.763  282.317  282.317
40.930  35.000  35.383  278.302  278.302
40.940  35.000  35.361  252.738  252.738
